,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
1,1027,Ethereum,ETH,ethereum,5745,2015-08-07T00:00:00.000Z,"['mineable', 'pow', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'bnb-chain']",,121134876.499,121134876.499,,2,,,2022-06-11T18:17:00.000Z,1534.6539249555092,20409637410.837444,16.8613,-0.19911992,-8.90066035,-13.70465229,-20.75454203,-49.15561795,-40.51857101,185900113668.19122,16.2607,185900113668.19,2022-06-11T18:17:00.000Z,,,,,,2022-06-11 19:18:29.688404
2,825,Tether,USDT,tether,34590,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin']",,72494981446.97955,79710622658.24379,,3,,,2022-06-11T18:17:00.000Z,0.9991237757562631,47142548998.77318,-1.7356,0.0019158,-0.00498769,-0.01974297,0.24189979,-0.12004069,-0.11098025,72431459586.68645,6.3356,79640778278.19,2022-06-11T18:17:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2022-06-11 19:18:29.688404
3,3408,USD Coin,USDC,usd-coin,4372,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,53823676029.04797,53823676029.04797,,4,,,2022-06-11T18:17:00.000Z,1.000137318509894,4710629796.529927,8.4248,-0.03361247,-0.02581674,-0.03384316,0.03490253,0.07529279,0.04182384,53831067016.0373,4.7028,53831067016.04,2022-06-11T18:17:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2022-06-11 19:18:29.688404
4,1839,BNB,BNB,bnb,946,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'moonriver-ecosystem', 'bnb-chain']",165116760.0,163276974.63,163276974.63,,5,,,2022-06-11T18:17:00.000Z,270.8301867568286,1198112232.7362003,-10.362,-0.4404864,-5.0069772,-9.96676564,-0.26241792,-33.81744864,-27.2005204,44220333532.132866,3.8679,44718602947.48,2022-06-11T18:17:00.000Z,,,,,,2022-06-11 19:18:29.688404
5,2010,Cardano,ADA,cardano,454,2017-10-01T00:00:00.000Z,"['mineable', 'dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'bnb-chain']",45000000000.0,33934048405.593,34512850428.993,,6,,,2022-06-11T18:17:00.000Z,0.5601797993133446,1202872936.3733194,4.8486,0.24167325,-3.76650391,-0.22852772,14.18675759,-40.84809275,-30.93767034,19009168425.734406,1.6627,25208090969.1,2022-06-11T18:17:00.000Z,1839.0,BNB,BNB,bnb,0x3ee2200efb3400fabb9aacf31297cbdd1d435d47,2022-06-11 19:18:29.688404
6,4687,Binance USD,BUSD,binance-usd,3833,2019-09-20T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'binance-chain', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,17907058466.479256,17907058466.479256,,7,,,2022-06-11T18:17:00.000Z,0.9994819559077776,4333768408.68446,-10.3397,-0.16295617,-0.15831338,0.00081751,-0.34328213,-0.13954561,-0.04233128,17897781820.631615,1.5655,17897781820.63,2022-06-11T18:17:00.000Z,1839.0,BNB,BNB,bnb,BUSD-BD1,2022-06-11 19:18:29.688404
7,52,XRP,XRP,xrp,737,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'binance-chain', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio']",100000000000.0,48343101197.0,99989535142.0,,8,,,2022-06-11T18:18:00.000Z,0.3623006263326494,1079200047.3730862,-22.0659,-0.05039314,-5.29436588,-7.29239722,-6.22862177,-48.50913524,-53.96707973,17514735842.535755,1.532,36230062633.26,2022-06-11T18:18:00.000Z,1839.0,BNB,BNB,bnb,0x1d2f0da169ceb9fc7b3144628db156f3f6c60dbe,2022-06-11 19:18:29.688404
8,5426,Solana,SOL,solana,327,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio']",,342077330.6433117,511616946.142289,,9,,,2022-06-11T18:17:00.000Z,33.90916859734611,1066822983.6941437,-10.4942,-0.49780194,-9.0957219,-10.73109801,-24.62229415,-67.17096827,-58.19491868,11599557878.114166,1.0146,17348505284.0,2022-06-11T18:17:00.000Z,,,,,,2022-06-11 19:18:29.688404
9,74,Dogecoin,DOGE,dogecoin,484,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain']",,132670764299.89409,132670764299.89409,,10,,,2022-06-11T18:17:00.000Z,0.07004053260771839,483835083.63921285,15.4951,-0.11066334,-6.86432231,-14.09952807,-16.31090497,-49.04703967,-38.84081569,9292330993.037653,0.8118,9292330993.04,2022-06-11T18:17:00.000Z,,,,,,2022-06-11 19:18:29.688404
10,6636,Polkadot,DOT,polkadot-new,351,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain']",,987579314.957085,1103303471.382273,,11,904869778.0,7358399145.122067,2022-06-11T18:17:00.000Z,8.131997911772524,450036716.7481787,-1.3699,-0.41902766,-6.59106333,-13.9414825,-7.87840229,-53.47896623,-54.83795262,8030992926.940756,0.7025,8972061525.33,2022-06-11T18:17:00.000Z,2502.0,Huobi Token,HT,huobi-token,0xa2c49cee16a5e5bdefde931107dc1fae9f7773e3,2022-06-11 19:18:29.688404
11,3717,Wrapped Bitcoin,WBTC,wrapped-bitcoin,449,2019-01-30T00:00:00.000Z,"['medium-of-exchange', 'defi', 'wrapped-tokens', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem']",,273901.35490986,273901.35490986,,12,,,2022-06-11T18:17:00.000Z,28458.33352363677,295234212.7372249,11.8201,0.0279973,-2.05837725,-4.38338921,-0.53878449,-28.85892849,-26.90096561,7794776110.600802,0.6818,7794776110.6,2022-06-11T18:17:00.000Z,1027.0,Ethereum,ETH,ethereum,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,2022-06-11 19:18:29.688404
12,1958,TRON,TRX,tron,619,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'bnb-chain']",,92789021957.38162,92789025158.9831,,13,71659659264.0,5463200123.726217,2022-06-11T18:17:00.000Z,0.07623815379304756,800940038.5986277,7.508,-0.54192784,-3.74032257,-4.73500501,7.08050431,27.66703595,27.18394769,7074063726.293327,0.6188,7074063970.38,2022-06-11T18:17:00.000Z,,,,,,2022-06-11 19:18:29.688404
13,4943,Dai,DAI,multi-collateral-dai,992,2019-11-22T00:00:00.000Z,"['defi', 'stablecoin', 'ethereum-ecosystem', 'avalanche-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,6996211737.601866,6996211737.601866,,14,,,2022-06-11T18:17:00.000Z,0.9999050465359137,370385131.4395073,38.1868,-0.01787795,0.04308904,-0.09877257,0.02015119,0.09096023,0.02212872,6995547423.061899,0.6119,6995547423.06,2022-06-11T18:17:00.000Z,1027.0,Ethereum,ETH,ethereum,0x6b175474e89094c44da98b954eedeac495271d0f,2022-06-11 19:18:29.688404
14,5805,Avalanche,AVAX,avalanche,266,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain']",720000000.0,280977753.02191675,404229626.49901325,,15,,,2022-06-11T18:17:00.000Z,20.178901430324004,522182566.09624887,1.5225,-0.48162641,-10.22742233,-13.69466492,-34.14861318,-73.44158158,-71.48174075,5669822382.343181,0.4959,14528809029.83,2022-06-11T18:17:00.000Z,1839.0,BNB,BNB,bnb,0x1ce0c2827e2ef14d5c4f29a091d735a204794041,2022-06-11 19:18:29.688404
0,1,Bitcoin,BTC,bitcoin,9528,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio']",21000000.0,19064887.0,19064887.0,,1,,,2022-06-11T19:16:00.000Z,28717.311802205495,26866347147.989887,-5.7563,0.81121655,-1.07831782,-3.38639452,1.37087317,-27.41048651,-26.36924376,547492304452.8141,47.4287,603063547846.32,2022-06-11T19:16:00.000Z,,,,,,2022-06-11 20:17:12.778949
1,1027,Ethereum,ETH,ethereum,5745,2015-08-07T00:00:00.000Z,"['mineable', 'pow', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'bnb-chain']",,121134876.499,121134876.499,,2,,,2022-06-11T19:16:00.000Z,1559.2439300704696,20988562551.504314,19.4081,1.63128828,-7.02615994,-12.23974349,-18.46461555,-47.92401993,-39.58424092,188878820900.90173,16.3624,188878820900.9,2022-06-11T19:16:00.000Z,,,,,,2022-06-11 20:17:12.778949
2,825,Tether,USDT,tether,34592,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin']",,72494981446.97955,79710622658.24379,,3,,,2022-06-11T19:16:00.000Z,0.9991769457360946,48085262927.35915,-0.2201,0.00608487,-0.00176338,-0.01180824,0.19267465,-0.11205579,-0.10993377,72435314143.38788,6.275,79645016490.39,2022-06-11T19:16:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2022-06-11 20:17:12.778949
3,3408,USD Coin,USDC,usd-coin,4372,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,53823676029.04797,53823676029.04797,,4,,,2022-06-11T19:15:00.000Z,1.0002214172958916,4750778550.3884115,8.544,0.00672636,0.02534427,0.0055376,-0.0040278,0.04874279,0.04917744,53835593521.84927,4.6661,53835593521.85,2022-06-11T19:15:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2022-06-11 20:17:12.778949
4,1839,BNB,BNB,bnb,946,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'moonriver-ecosystem', 'bnb-chain']",165116760.0,163276974.63,163276974.63,,5,,,2022-06-11T19:15:00.000Z,273.52046696238295,1222236238.87519,-8.9798,1.08181217,-3.70215093,-9.10855867,2.27836808,-32.91289826,-26.70698142,44659594345.002754,3.8741,45162813298.52,2022-06-11T19:15:00.000Z,,,,,,2022-06-11 20:17:12.778949
5,2010,Cardano,ADA,cardano,454,2017-10-01T00:00:00.000Z,"['mineable', 'dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'bnb-chain']",45000000000.0,33934048405.593,34512850428.993,,6,,,2022-06-11T19:15:00.000Z,0.5710535876476336,1218780777.747559,6.1882,2.07969177,-1.35270617,2.46965748,20.18326778,-38.91093743,-29.53493973,19378160085.42234,1.681,25697411444.14,2022-06-11T19:15:00.000Z,1839.0,BNB,BNB,bnb,0x3ee2200efb3400fabb9aacf31297cbdd1d435d47,2022-06-11 20:17:12.778949
6,4687,Binance USD,BUSD,binance-usd,3833,2019-09-20T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'binance-chain', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,17907058466.479256,17907058466.479256,,7,,,2022-06-11T19:16:00.000Z,0.9994949282434978,4394838461.486781,-9.0695,0.00444426,0.00084149,-0.22390284,-0.41600907,0.04568748,-0.05552184,17898014117.005806,1.5505,17898014117.01,2022-06-11T19:16:00.000Z,1839.0,BNB,BNB,bnb,BUSD-BD1,2022-06-11 20:17:12.778949
7,52,XRP,XRP,xrp,737,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'binance-chain', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio']",100000000000.0,48343101197.0,99989535142.0,,8,,,2022-06-11T19:16:00.000Z,0.36726129343753644,1084027779.1502953,-22.9146,1.37439944,-4.00755942,-5.99629106,-3.36442963,-47.25763297,-53.5314845,17754549874.391937,1.5381,36726129343.75,2022-06-11T19:16:00.000Z,1839.0,BNB,BNB,bnb,0x1d2f0da169ceb9fc7b3144628db156f3f6c60dbe,2022-06-11 20:17:12.778949
8,5426,Solana,SOL,solana,327,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio']",,342077330.6433117,511616946.142289,,9,,,2022-06-11T19:15:00.000Z,34.6339530780772,1089224954.4898362,-7.5336,2.18912238,-6.9579439,-8.33730402,-21.17241356,-65.72196867,-57.15780457,11847490218.574356,1.0277,17719317306.64,2022-06-11T19:15:00.000Z,,,,,,2022-06-11 20:17:12.778949
9,74,Dogecoin,DOGE,dogecoin,484,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain']",,132670764299.89409,132670764299.89409,,10,,,2022-06-11T19:16:00.000Z,0.07106853535896254,498895141.0981952,18.8717,1.47794525,-5.16612034,-12.80282138,-12.70657225,-47.80666401,-38.01183778,9428716903.747608,0.8172,9428716903.75,2022-06-11T19:16:00.000Z,,,,,,2022-06-11 20:17:12.778949
10,6636,Polkadot,DOT,polkadot-new,351,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain']",,987579314.957085,1103303471.382273,,11,904869778.0,7472036571.988242,2022-06-11T19:16:00.000Z,8.257582199842508,457828744.72503084,0.4378,1.54050797,-5.28704108,-12.37104384,-4.19525256,-52.28518824,-54.13692884,8155017372.122283,0.7065,9110619106.31,2022-06-11T19:16:00.000Z,2502.0,Huobi Token,HT,huobi-token,0xa2c49cee16a5e5bdefde931107dc1fae9f7773e3,2022-06-11 20:17:12.778949
11,3717,Wrapped Bitcoin,WBTC,wrapped-bitcoin,449,2019-01-30T00:00:00.000Z,"['medium-of-exchange', 'defi', 'wrapped-tokens', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem']",,273901.35490986,273901.35490986,,12,,,2022-06-11T19:15:00.000Z,28660.81939945208,314223530.08014137,19.1076,0.6886174,-1.20505844,-3.66199097,1.13808619,-27.71706714,-26.44722869,7850237266.336725,0.681,7850237266.34,2022-06-11T19:15:00.000Z,1027.0,Ethereum,ETH,ethereum,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,2022-06-11 20:17:12.778949
12,1958,TRON,TRX,tron,619,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'bnb-chain']",,92789021957.38162,92789025158.9831,,13,71659659264.0,5529150811.175315,2022-06-11T19:15:00.000Z,0.07715848593147051,805166111.7927169,7.0103,1.31626462,-2.56832545,-3.85120325,11.21677881,30.00733003,28.72514764,7159460445.293538,0.6211,7159460692.32,2022-06-11T19:15:00.000Z,,,,,,2022-06-11 20:17:12.778949
13,4943,Dai,DAI,multi-collateral-dai,992,2019-11-22T00:00:00.000Z,"['defi', 'stablecoin', 'ethereum-ecosystem', 'avalanche-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,6996211737.601866,6996211737.601866,,14,,,2022-06-11T19:16:00.000Z,1.0007979893675414,367125217.6217729,35.5657,0.08953294,0.13956876,0.05575301,0.02808632,0.16083387,0.09383584,7001794640.1815405,0.6066,7001794640.18,2022-06-11T19:16:00.000Z,1027.0,Ethereum,ETH,ethereum,0x6b175474e89094c44da98b954eedeac495271d0f,2022-06-11 20:17:12.778949
14,5805,Avalanche,AVAX,avalanche,266,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain']",720000000.0,280977753.02191675,404229626.49901325,,15,,,2022-06-11T19:15:00.000Z,20.63169486949453,531691011.67753434,3.0522,2.32831408,-7.96514426,-10.98058434,-30.64770652,-72.38445317,-70.71626543,5797047265.464381,0.5029,14854820306.04,2022-06-11T19:15:00.000Z,1839.0,BNB,BNB,bnb,0x1ce0c2827e2ef14d5c4f29a091d735a204794041,2022-06-11 20:17:12.778949
0,1,Bitcoin,BTC,bitcoin,9528,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio']",21000000.0,19064956.0,19064956.0,,1,,,2022-06-11T21:54:00.000Z,28568.216919357077,26800115643.290066,-9.2326,0.2750194,-2.39203353,-4.09273873,0.94930123,-28.09725432,-26.36140258,544651798565.9982,47.4828,599932555306.5,2022-06-11T21:54:00.000Z,,,,,,2022-06-11 22:54:55.355254
1,1027,Ethereum,ETH,ethereum,5745,2015-08-07T00:00:00.000Z,"['mineable', 'pow', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'bnb-chain']",,121135940.8115,121135940.8115,,2,,,2022-06-11T21:53:00.000Z,1539.2666659727097,21101746406.971703,16.81,0.17532968,-8.34911978,-13.61369149,-18.8065148,-48.87000893,-39.86547255,186460515742.3851,16.2556,186460515742.39,2022-06-11T21:53:00.000Z,,,,,,2022-06-11 22:54:55.355254
2,825,Tether,USDT,tether,34592,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin']",,72494981446.97955,79710622658.24379,,3,,,2022-06-11T21:53:00.000Z,0.9991379909927957,48234919767.10081,-1.7865,0.00628958,-0.00585408,-0.01417944,0.18328307,-0.12735408,-0.10798762,72432490119.99515,6.3147,79641911383.54,2022-06-11T21:53:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2022-06-11 22:54:55.355254
3,3408,USD Coin,USDC,usd-coin,4375,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,53844563803.612015,53844563803.612015,,4,,,2022-06-11T21:53:00.000Z,1.000355381751481,4771493959.997543,7.9069,0.0184103,0.00826818,0.00983586,-0.05027407,0.03487332,0.02738806,53863699179.00427,4.6954,53863699179.0,2022-06-11T21:53:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2022-06-11 22:54:55.355254
4,1839,BNB,BNB,bnb,946,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'moonriver-ecosystem', 'bnb-chain']",165116760.0,163276974.63,163276974.63,,5,,,2022-06-11T21:53:00.000Z,271.5396529249051,1218712206.250025,-9.1058,0.57304113,-5.29572311,-9.47138665,2.39350695,-34.20557747,-26.78032317,44336173021.65874,3.8652,44835747702.48,2022-06-11T21:53:00.000Z,,,,,,2022-06-11 22:54:55.355254
